category,gh_id,name,full_name,desc,created,last_update,size,forks,stars,language,homepage,license,topics
N/A,20035587,deap,DEAP/deap,Distributed Evolutionary Algorithms in Python,2014-05-21T20:07:39Z,2021-07-01T16:01:02Z,10671,910,4270,Python,http://deap.readthedocs.org/,"{'key': 'lgpl-3.0', 'name': 'GNU Lesser General Public License v3.0', 'spdx_id': 'LGPL-3.0', 'url': 'https://api.github.com/licenses/lgpl-3.0', 'node_id': 'MDc6TGljZW5zZTEy'}",[]
N/A,12731904,libsvm,cjlin1/libsvm,,2013-09-10T14:32:07Z,2021-06-30T20:10:42Z,7640,1551,3962,Java,,"{'key': 'bsd-3-clause', 'name': 'BSD 3-Clause ""New"" or ""Revised"" License', 'spdx_id': 'BSD-3-Clause', 'url': 'https://api.github.com/licenses/bsd-3-clause', 'node_id': 'MDc6TGljZW5zZTU='}",[]
N/A,184704903,interpret,interpretml/interpret,Fit interpretable models. Explain blackbox machine learning. ,2019-05-03T05:47:52Z,2021-06-30T16:47:11Z,6852,489,3902,C++,https://interpret.ml/docs/getting-started,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['machine-learning', 'ai', 'scikit-learn', 'artificial-intelligence', 'transparency', 'blackbox', 'bias', 'gradient-boosting', 'interpretability', 'interpretable-ai', 'interpretable-ml', 'explainable-ai', 'explainable-ml', 'xai', 'interpretable-machine-learning', 'iml', 'machine-learning-interpretability', 'explainability', 'interpretml']"
N/A,3354902,iodine,yarrick/iodine,Official git repo for iodine dns tunnel,2012-02-04T19:51:39Z,2021-07-01T14:26:55Z,1263,391,3764,C,https://code.kryo.se/iodine,"{'key': 'isc', 'name': 'ISC License', 'spdx_id': 'ISC', 'url': 'https://api.github.com/licenses/isc', 'node_id': 'MDc6TGljZW5zZTEw'}","['dns', 'tunnel', 'vpn', 'iodine', 'dns-tunnel']"
N/A,4690846,use-package,jwiegley/use-package,A use-package declaration for simplifying your .emacs,2012-06-17T09:40:51Z,2021-06-30T06:47:41Z,1974,226,3592,Emacs Lisp,https://jwiegley.github.io/use-package,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}","['emacs', 'emacs-lisp', 'handler', 'melpa', 'autoload', 'keymap', 'keyword', 'deferred-loading']"
N/A,41906632,Surfingkeys,brookhong/Surfingkeys,"Map your keys for web surfing, expand your browser with javascript and keyboard.",2015-09-04T08:59:37Z,2021-07-01T15:59:30Z,7439,359,3573,JavaScript,https://chrome.google.com/webstore/detail/surfingkeys/gfbliohnnapiefjpjlpjnehglfpaknnc,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['vim', 'firefox', 'chrome', 'extension', 'firefox-addon', 'chromium', 'edge-extension']"
N/A,363163,webmock,bblimke/webmock,Library for stubbing and setting expectations on HTTP requests in Ruby.,2009-11-06T10:37:29Z,2021-06-30T16:03:26Z,2472,505,3544,Ruby,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",[]
N/A,66474729,prowler,toniblyx/prowler,"Prowler is a security tool to perform AWS security best practices assessments, audits, incident response, continuous monitoring, hardening and forensics readiness. It contains all CIS controls listed here https://d0.awsstatic.com/whitepapers/compliance/AWS_CIS_Foundations_Benchmark.pdf and more than 100 additional checks that help on GDPR, HIPAA and other security requirements.",2016-08-24T15:12:24Z,2021-07-01T04:46:12Z,2672,674,3562,Shell,,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}","['aws', 'security', 'cis', 'security-audit', 'cloud', 'aws-cli', 'assessment', 'forensics', 'compliance', 'hardening', 'security-hardening', 'hipaa', 'cloudtrail', 'gdpr', 'security-tools', 'cis-benchmark', 'aws-auditing', 'prowler', 'well-architected']"
N/A,294972,i18n-js,fnando/i18n-js,It's a small library to provide the I18n translations on the Javascript. It comes with Rails support.,2009-09-02T03:35:45Z,2021-07-01T05:00:28Z,2686,513,3415,JavaScript,,,[]
N/A,42005280,x86-bare-metal-examples,cirosantilli/x86-bare-metal-examples,Dozens of minimal operating systems to learn x86 system programming. Tested on Ubuntu 17.10 host in QEMU 2.10 and real hardware. Userland cheat at: https://github.com/cirosantilli/linux-kernel-module-cheat#userland-assembly ARM baremetal setup at: https://github.com/cirosantilli/linux-kernel-module-cheat#baremetal-setup 学习x86系统编程的数十个最小操作系统。 已在QEMU 2.10中的Ubuntu 17.10主机和真实硬件上进行了测试。 Userland作弊网址：https：//github.com/cirosantilli/linux-kernel-module-cheat#userland-assembly ARM裸机安装程序位于：https：//github.com/cirosantilli/linux-kernel-module-cheat#baremetal- 设置,2015-09-06T14:21:57Z,2021-07-01T17:29:52Z,1080,324,3841,Assembly,,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}","['assembly', 'x64', 'x86-64', 'x86', 'bare-metal', 'baremetal']"
N/A,121553439,Orca,hundredrabbits/Orca,Esoteric Programming Language,2018-02-14T19:42:19Z,2021-07-01T09:30:28Z,2590,190,3309,JavaScript,https://hundredrabbits.itch.io/orca,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['programming-language', 'osc', 'midi', 'udp', 'esoteric-language', 'livecoding']"
N/A,153698336,fff,dylanaraps/fff,📁 A simple file manager written in bash.,2018-10-18T23:09:21Z,2021-07-01T13:07:25Z,424,129,3241,Shell,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['bash', 'terminal', 'tui', 'file-manager']"
N/A,83070966,tridactyl,tridactyl/tridactyl,"A Vim-like interface for Firefox, inspired by Vimperator/Pentadactyl.",2017-02-24T18:29:34Z,2021-07-01T14:22:36Z,33598,294,3255,TypeScript,https://tridactyl.xyz,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}","['vim', 'firefox', 'webextension', 'hacktoberfest']"
N/A,29582583,awesome-scifi,sindresorhus/awesome-scifi,Sci-Fi worth consuming,2015-01-21T09:40:42Z,2021-07-01T15:08:26Z,1892,217,3060,,,"{'key': 'cc0-1.0', 'name': 'Creative Commons Zero v1.0 Universal', 'spdx_id': 'CC0-1.0', 'url': 'https://api.github.com/licenses/cc0-1.0', 'node_id': 'MDc6TGljZW5zZTY='}","['recommendations', 'list', 'awesome', 'movies', 'books', 'awesome-list', 'science-fiction', 'scifi', 'novels']"
N/A,99589191,tusk,klaussinani/tusk,Refined Evernote desktop app,2017-08-07T14:52:35Z,2021-07-01T03:58:11Z,51670,235,3050,JavaScript,https://klaussinani.github.io/tusk,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['app', 'desktop', 'evernote', 'yinxiang']"
N/A,1418453,percol,mooz/percol,adds flavor of interactive filtering to the traditional pipe concept of UNIX shell,2011-02-27T17:08:29Z,2021-06-29T00:37:19Z,1162,146,3040,Python,,,[]
N/A,7705639,rtl_433,merbanan/rtl_433,Program to decode radio transmissions from devices on the ISM bands (and other frequencies),2013-01-19T16:40:34Z,2021-06-30T19:46:57Z,6723,828,3039,C,,"{'key': 'gpl-2.0', 'name': 'GNU General Public License v2.0', 'spdx_id': 'GPL-2.0', 'url': 'https://api.github.com/licenses/gpl-2.0', 'node_id': 'MDc6TGljZW5zZTg='}","['signal-processing', 'sdr', 'rtl-sdr', 'sensors', 'rf', '433mhz']"
N/A,55044933,vscode-restclient,Huachao/vscode-restclient,REST Client Extension for Visual Studio Code,2016-03-30T08:12:52Z,2021-07-01T05:38:00Z,9726,252,2983,TypeScript,https://marketplace.visualstudio.com/items?itemName=humao.rest-client,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['graphql', 'http', 'typescript', 'rest', 'rest-api', 'vscode', 'http-client', 'visual-studio-code', 'vscode-extension', 'rest-client']"
N/A,209492067,pure-sh-bible,dylanaraps/pure-sh-bible,📖 A collection of pure POSIX sh alternatives to external processes.,2019-09-19T07:39:11Z,2021-07-01T11:13:40Z,49,144,2931,Shell,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['shell', 'learning', 'list', 'script', 'book', 'reference', 'guide', 'handbook', 'bible', 'how-to', 'shellscripts']"
N/A,65994875,awesome_3DReconstruction_list,openMVG/awesome_3DReconstruction_list,A curated list of papers & resources linked to 3D reconstruction from images.,2016-08-18T12:22:32Z,2021-07-01T12:47:21Z,150,733,2911,,,,"['opensource', 'computer-vision', 'multiple-view-geometry', 'awesome-list', '3d-reconstruction', 'motion-estimation', 'stereo-vision']"
N/A,156818789,awesome-Face_Recognition,ChanChiChoi/awesome-Face_Recognition,papers about Face Detection; Face Alignment; Face Recognition && Face Identification && Face Verification && Face Representation; Face Reconstruction; Face Tracking; Face Super-Resolution && Face Deblurring; Face Generation && Face Synthesis; Face Transfer; Face Anti-Spoofing; Face Retrieval;,2018-11-09T06:16:47Z,2021-07-01T14:05:44Z,409,738,2899,,,,"['face-recognition', 'face-detection', 'face-reconstruction', 'face-alignment', 'face-tracking', 'face-generation', 'face-superresolution', 'face-transfer', 'face-retrieval']"
N/A,93619165,chroma,alecthomas/chroma,A general purpose syntax highlighter in pure Go ,2017-06-07T09:47:08Z,2021-06-27T06:43:59Z,12446,231,2846,Go,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['go', 'html', 'console', 'golang', 'syntax', 'library', 'tool', 'highlighter', 'highlighting']"
N/A,370242,hashie,hashie/hashie,Hashie is a collection of classes and mixins that make Ruby hashes more powerful.,2009-11-12T14:12:00Z,2021-06-30T08:55:33Z,1281,294,2745,Ruby,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['ruby', 'hash-extensions']"
N/A,306022946,personal-server,erebe/personal-server,Personal server configuration with k3s,2020-10-21T12:50:16Z,2021-06-30T13:02:32Z,2943,149,2694,HTML,,,[]
N/A,226668668,PoC-in-GitHub,nomi-sec/PoC-in-GitHub,📡 PoC auto collect from GitHub. ⚠️ Be careful Malware.,2019-12-08T13:03:54Z,2021-07-01T16:29:51Z,41612,551,2690,,https://github.com/nomi-sec/PoC-in-GitHub/blob/master/README.md,,['security']
N/A,290879784,igel,nidhaloff/igel,"a delightful machine learning tool that allows you to train, test, and use models without writing code",2020-08-27T20:54:59Z,2021-07-01T14:19:54Z,19932,132,2863,Python,https://igel.readthedocs.io/en/latest/,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['data-science', 'machine-learning', 'automation', 'neural-network', 'scikit-learn', 'sklearn', 'machine-learning-algorithms', 'artificial-intelligence', 'neural-networks', 'data-analysis', 'machine-learning-library', 'machinelearning', 'preprocessing', 'automl', 'multilayer-perceptron-network', 'scikitlearn-machine-learning', 'multilayer-perceptron', 'automl-api', 'automl-algorithms', 'automl-experiments']"
N/A,123394155,scc,boyter/scc,"Sloc, Cloc and Code: scc is a very fast accurate code counter with complexity calculations and COCOMO estimates written in pure Go",2018-03-01T06:44:25Z,2021-06-30T19:23:41Z,8860,120,2551,Go,,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}","['windows', 'macos', 'linux', 'cli', 'golang', 'statistics', 'code', 'complexity', 'tokei', 'cloc', 'sloc', 'sloccount']"
N/A,64534859,linux-kernel-module-cheat,cirosantilli/linux-kernel-module-cheat,"The perfect emulation setup to study and develop the Linux kernel v5.4.3, kernel modules, QEMU, gem5 and x86_64, ARMv7 and ARMv8 userland and baremetal assembly, ANSI C, C++ and POSIX. GDB step debug and KGDB just work. Powered by Buildroot and crosstool-NG. Highly automated. Thoroughly documented. Automated tests. ""Tested"" in an Ubuntu 19.10 host.完美的仿真设置，可用于研究和开发Linux内核v5.4.3，内核模块，QEMU，gem5和x86_64，ARMv7和ARMv8用户界面以及裸机装配，ANSI C，C ++和POSIX。 GDB步骤调试和KGDB可以正常工作。 由Buildroot和crosstool-NG支持。 高度自动化。 彻底记录。 自动化测试。 在Ubuntu 19.10主机中经过“测试”。",2016-07-30T08:38:26Z,2021-07-01T14:19:42Z,9927,427,2543,Python,https://cirosantilli.com/linux-kernel-module-cheat,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}","['linux-kernel', 'gdb', 'qemu', 'buildroot', 'linux-kernel-module', 'kgdb']"
N/A,84706218,MARL-Papers,LantaoYu/MARL-Papers,Paper list of multi-agent reinforcement learning (MARL),2017-03-12T06:50:59Z,2021-07-01T14:26:02Z,68,547,2489,,,,"['multiagent-reinforcement-learning', 'multi-agent-learning']"
N/A,130647997,xss-payload-list,payloadbox/xss-payload-list,🎯 Cross Site Scripting ( XSS ) Vulnerability Payload List,2018-04-23T06:09:29Z,2021-07-01T09:43:40Z,386,692,2085,,http://ismailtasdelen.me,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['xss', 'xss-vulnerability', 'xss-scanners', 'bugbounty', 'xss-scanner', 'xss-exploitation', 'xss-detection', 'payload', 'payloads', 'xss-attacks', 'xss-injection', 'websecurity', 'dom-based', 'xss-poc', 'cross-site-scripting', 'reflected-xss-vulnerabilities', 'website-vulnerability', 'xss-payloads', 'self-xss', 'xss-payload']"
N/A,662115,landslide,adamzap/landslide,"Generate HTML5 slideshows from markdown, ReST, or textile",2010-05-12T04:34:16Z,2021-06-17T18:52:02Z,3302,374,2011,CSS,,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}",[]
N/A,44011650,Spacemacs-rocks,emacs-china/Spacemacs-rocks,Happy Hacking Emacs & Spacemacs (Simplified Chinese),2015-10-10T13:27:28Z,2021-07-01T14:44:07Z,755,320,1979,CSS,http://book.emacs-china.org,,"['emacs', 'spacemacs', 'learn-emacs']"
N/A,49731461,thank-you-github,thank-you-github/thank-you-github,An open letter of gratitude to GitHub,2016-01-15T16:40:23Z,2021-06-18T08:14:23Z,2309,2003,1943,,,,[]
N/A,129366435,stellargraph,stellargraph/stellargraph,StellarGraph - Machine Learning on Graphs,2018-04-13T07:35:51Z,2021-07-01T13:07:21Z,97226,290,1970,Python,https://stellargraph.readthedocs.io/,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}","['machine-learning', 'graphs', 'machine-learning-algorithms', 'networkx', 'graph-data', 'graph-analysis', 'graph-machine-learning', 'link-prediction', 'graph-convolutional-networks', 'gcn', 'saliency-map', 'interpretability', 'geometric-deep-learning', 'graph-neural-networks', 'heterogeneous-networks', 'stellargraph-library']"
N/A,106351459,fortio,fortio/fortio,"Fortio load testing library, command line tool, advanced echo server and web UI in go (golang). Allows to specify a set query-per-second load and record latency histograms and other useful stats.",2017-10-10T01:01:39Z,2021-07-01T07:58:56Z,1694,162,1955,Go,https://fortio.org,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}","['go', 'golang', 'http', 'performance', 'proxy', 'grpc', 'performance-visualization', 'golang-library', 'performance-testing', 'golang-application']"
N/A,55360541,math-php,markrogoyski/math-php,"Powerful modern math library for PHP: Features descriptive statistics and regressions; Continuous and discrete probability distributions; Linear algebra with matrices and vectors, Numerical analysis; special mathematical functions; Algebra",2016-04-03T17:57:14Z,2021-06-29T10:47:52Z,5565,201,1924,PHP,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['finance', 'statistics', 'algebra', 'math', 'information-theory', 'vector', 'matrix', 'linear-algebra', 'probability', 'mathematics', 'regression', 'combinatorics', 'number-theory', 'numerical-analysis', 'distributions']"
N/A,323126831,Best_AI_paper_2020,louisfb01/Best_AI_paper_2020,"A curated list of the latest breakthroughs in AI by release date with a clear video explanation, link to a more in-depth article, and code",2020-12-20T17:27:00Z,2021-07-01T14:51:30Z,160,215,1908,,https://www.louisbouchard.ai/2020-a-year-full-of-amazing-ai-papers-a-review/,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['list', 'machine-learning', 'deep-neural-networks', 'ai', 'computer-vision', 'deep-learning', 'paper', 'artificial-intelligence', 'machinelearning', 'deeplearning', 'papers', 'sota', 'state-of-art', 'state-of-the-art', 'artificialintelligence', '2020', 'state-of-art-general-segmentation', 'state-of-the-art-models', 'sota-technique', 'paper-references']"
N/A,61796725,massdns,blechschmidt/massdns,A high-performance DNS stub resolver for bulk lookups and reconnaissance (subdomain enumeration),2016-06-23T10:30:39Z,2021-07-01T16:52:31Z,848,345,1910,C,,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}","['dns', 'subdomain', 'dns-client', 'dns-resolution', 'dns-bruteforcer', 'dns-resolver', 'dns-lookup', 'reconnaissance', 'subbrute', 'massdns', 'bulk-dns']"
N/A,89726872,awesome-speech-recognition-speech-synthesis-papers,zzw922cn/awesome-speech-recognition-speech-synthesis-papers,"Automatic Speech Recognition (ASR), Speaker Verification, Speech Synthesis, Text-to-Speech (TTS), Language Modelling, Singing Voice Synthesis (SVS), Voice Conversion (VC)",2017-04-28T16:58:11Z,2021-07-01T12:05:57Z,110,417,1897,,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['roadmap', 'neural-network', 'cnn', 'dnn', 'tts', 'speech-synthesis', 'speech-recognition', 'rnn', 'seq2seq', 'automatic-speech-recognition', 'papers', 'language-model', 'attention-mechanism', 'speaker-verification', 'timit-dataset', 'acoustic-model', 'recognition-synthesis']"
N/A,46102589,Notepad3,rizonesoft/Notepad3,Notepad like text editor based on the Scintilla source code. Notepad3 based on code from Notepad2 and MiniPath on code from metapath. Download Notepad3:,2015-11-13T05:45:50Z,2021-07-01T09:16:05Z,178621,170,1879,C++,https://www.rizonesoft.com/downloads/notepad3/,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",['syntax-highlighting']
N/A,35638505,nsjail,google/nsjail,"A light-weight process isolation tool, making use of Linux namespaces and seccomp-bpf syscall filters (with help of the kafel bpf language)",2015-05-14T21:42:10Z,2021-06-30T20:10:48Z,1462,228,1816,C++,https://nsjail.dev,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}","['linux', 'security', 'process-isolation', 'chroot', 'linux-namespaces', 'seccomp-bpf-policies']"
N/A,186166778,awesome-decision-tree-papers,benedekrozemberczki/awesome-decision-tree-papers,"A collection of research papers on decision, classification and regression trees with implementations.",2019-05-11T18:14:03Z,2021-06-29T07:48:41Z,1463,288,1782,Python,,"{'key': 'cc0-1.0', 'name': 'Creative Commons Zero v1.0 Universal', 'spdx_id': 'CC0-1.0', 'url': 'https://api.github.com/licenses/cc0-1.0', 'node_id': 'MDc6TGljZW5zZTY='}","['classifier', 'machine-learning', 'random-forest', 'statistical-learning', 'xgboost', 'lightgbm', 'gradient-boosting-machine', 'ensemble-learning', 'cart', 'decision-tree', 'tree-ensemble', 'decision-tree-classifier', 'gradient-boosting', 'classification-trees', 'decision-tree-learning', 'decision-tree-model', 'classification-model', 'catboost', 'regression-tree', 'machine-learning-research']"
